"name","name_en","amenity","building","healthcare","healthca_1","operator_t","capacity_p","addr_full","addr_city","source","name_fr","osm_id","osm_type","geometry","lon","lat"
"CSPS de Pogoro-Mossi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8480825248,"nodes",c(-2.4258354, 13.7552648),-2.4258354,13.7552648
"CSPS de Lemnogo-Mossi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8477437178,"nodes",c(-2.315492, 13.7327228),-2.315492,13.7327228
"CSPS de Ronga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8477435862,"nodes",c(-2.3965162, 13.7301902),-2.3965162,13.7301902
"CSPS de Ramdolla-Mossi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8476574834,"nodes",c(-2.3003, 13.7447262),-2.3003,13.7447262
"CSPS de Soulou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8476474070,"nodes",c(-2.4712881, 13.7634896),-2.4712881,13.7634896
"CSPS de Dinguiri",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8475738514,"nodes",c(-2.3637933, 13.7685801),-2.3637933,13.7685801
"CSPS de Barga-Mossi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8463720789,"nodes",c(-2.2676253, 13.7985242),-2.2676253,13.7985242
"CSPS de Sabouna",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8462499317,"nodes",c(-2.3267841, 13.7872725),-2.3267841,13.7872725
"CSPS de Koumbri",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8461437363,"nodes",c(-2.4131875, 13.8447691),-2.4131875,13.8447691
"CSPS de Mené",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8461435167,"nodes",c(-2.3225369, 13.8586509),-2.3225369,13.8586509
"Dispensaire de Samni",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8571539730,"nodes",c(-2.5645982, 13.9309471),-2.5645982,13.9309471
"CSPS de Kononga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8569217270,"nodes",c(-2.3178095, 13.610584),-2.3178095,13.610584
"CSPS de Kéké-Mossi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8458208531,"nodes",c(-2.444002, 13.9155311),-2.444002,13.9155311
"CSPS de Dessé",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8457528708,"nodes",c(-2.4351078, 13.9831247),-2.4351078,13.9831247
"CSPS de Bouna",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8454432381,"nodes",c(-1.9664884, 13.7737121),-1.9664884,13.7737121
"Centre Médical de Rounga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8451371697,"nodes",c(-1.8884602, 13.6827147),-1.8884602,13.6827147
"Centre Médical de Rambo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8447272851,"nodes",c(-2.1137618, 13.6104185),-2.1137618,13.6104185
"Centre Médical de Nogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8441178399,"nodes",c(-2.1988159, 13.8383091),-2.1988159,13.8383091
"CSPS de Rimassa-Tanghin",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8441178877,"nodes",c(-2.051497, 13.8351682),-2.051497,13.8351682
"CSPS de You",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8446835734,"nodes",c(-2.1453582, 13.7062426),-2.1453582,13.7062426
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11337935870,"nodes",c(1.6661681, 11.6257741),1.6661681,11.6257741
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11332922314,"nodes",c(1.7027199, 11.6575979),1.7027199,11.6575979
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11861824024,"nodes",c(-1.554713, 12.6074511),-1.554713,12.6074511
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11306996696,"nodes",c(1.5912755, 11.6060931),1.5912755,11.6060931
"CSPS",NA,"hospital",NA,"doctor",NA,NA,NA,NA,NA,NA,"CSPS",5752960621,"nodes",c(-1.401912, 12.0584301),-1.401912,12.0584301
"Wendy na Tiip",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,NA,NA,8617938417,"nodes",c(-1.5454001, 12.1971213),-1.5454001,12.1971213
"CSPS",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,10940362331,"nodes",c(-1.579797, 12.2028122),-1.579797,12.2028122
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11293929310,"nodes",c(1.5265846, 11.5895665),1.5265846,11.5895665
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12737362723,"nodes",c(-1.5012431, 12.1310976),-1.5012431,12.1310976
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12040285649,"nodes",c(-1.7777118, 12.4596827),-1.7777118,12.4596827
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11016391745,"nodes",c(-1.3675055, 12.1202345),-1.3675055,12.1202345
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11019642046,"nodes",c(-1.3897651, 12.1386511),-1.3897651,12.1386511
NA,NA,"dentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,11007227905,"nodes",c(-2.0096438, 12.8248846),-2.0096438,12.8248846
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11005632539,"nodes",c(-1.3816729, 11.9876357),-1.3816729,11.9876357
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,11005632540,"nodes",c(-1.3815442, 11.9876449),-1.3815442,11.9876449
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10976186568,"nodes",c(-1.5512958, 12.0166813),-1.5512958,12.0166813
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10996772809,"nodes",c(-1.4341584, 12.0925639),-1.4341584,12.0925639
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10983645006,"nodes",c(-1.4641817, 11.978278),-1.4641817,11.978278
"Dépôt pharmaceutique",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,10973391458,"nodes",c(-1.5087882, 12.0376725),-1.5087882,12.0376725
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10973391459,"nodes",c(-1.5086031, 12.037727),-1.5086031,12.037727
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10960884190,"nodes",c(-1.6959018, 12.2177536),-1.6959018,12.2177536
"Maternité",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10972068215,"nodes",c(-1.5066129, 12.0373059),-1.5066129,12.0373059
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10968834709,"nodes",c(-1.6866669, 12.2432578),-1.6866669,12.2432578
"Sabtenga Centre de Santé Et de Promotion Sociale",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,10825223445,"nodes",c(-0.515013, 11.8361234),-0.515013,11.8361234
"algado Ouédraogo University Hospital",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,10771539511,"nodes",c(-1.5066426, 12.3838696),-1.5066426,12.3838696
"Urgences",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,6664216006,"nodes",c(-4.3013384, 11.1707503),-4.3013384,11.1707503
"Centre Hospitalier Universitaire  (CHU) Sanousouro",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,11280339485,"nodes",c(-4.3012048, 11.1702526),-4.3012048,11.1702526
"Croix-Rouge",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,5659422932,"nodes",c(-1.6334676, 14.100083),-1.6334676,14.100083
"Pharmacie de Kokologo",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,10732778184,"nodes",c(-1.8758128, 12.193056),-1.8758128,12.193056
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11610000316,"nodes",c(1.7398632, 11.8156122),1.7398632,11.8156122
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12749573951,"nodes",c(-1.2251526, 11.9071202),-1.2251526,11.9071202
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11272947030,"nodes",c(1.6115946, 11.7181055),1.6115946,11.7181055
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11267100593,"nodes",c(1.5102795, 11.7624931),1.5102795,11.7624931
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12752225683,"nodes",c(-1.2280279, 12.0419097),-1.2280279,12.0419097
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,10563440709,"nodes",c(-1.4830274, 12.3100363),-1.4830274,12.3100363
"ASBC Zoyona",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,10233655921,"nodes",c(-4.1663504, 11.0815822),-4.1663504,11.0815822
"CSPS de Pellaboukou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8439073023,"nodes",c(-2.0909321, 13.9065606),-2.0909321,13.9065606
"Centre Médical de Toulfé",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8439070104,"nodes",c(-1.95032, 13.882592),-1.95032,13.882592
"Centre Médical d'Ingané",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8434810360,"nodes",c(-2.2256957, 13.9541168),-2.2256957,13.9541168
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12526685600,"nodes",c(-0.1092437, 11.8483645),-0.1092437,11.8483645
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13395281623,"nodes",c(-0.2832225, 12.2217631),-0.2832225,12.2217631
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12521459656,"nodes",c(-0.1653086, 11.8538469),-0.1653086,11.8538469
"CSPS",NA,"hospital",NA,"doctor",NA,NA,NA,NA,NA,NA,"CSPS",5752925223,"nodes",c(-1.5163337, 11.8773657),-1.5163337,11.8773657
"CSPS",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,9483932676,"nodes",c(-1.5658776, 12.5069861),-1.5658776,12.5069861
"CSPS",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,9586160848,"nodes",c(-1.5804487, 12.5042759),-1.5804487,12.5042759
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13389191829,"nodes",c(-0.2628163, 12.1929626),-0.2628163,12.1929626
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,10217669314,"nodes",c(-2.4036536, 11.4269861),-2.4036536,11.4269861
"CSPS de Dandambara",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8435538920,"nodes",c(-2.3445658, 13.9552322),-2.3445658,13.9552322
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11236663162,"nodes",c(1.6471861, 11.7871792),1.6471861,11.7871792
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12770976175,"nodes",c(-1.3580695, 12.5606269),-1.3580695,12.5606269
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13412788998,"nodes",c(-2.3651397, 13.4996781),-2.3651397,13.4996781
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12786331575,"nodes",c(-1.3699549, 12.5316237),-1.3699549,12.5316237
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12476503099,"nodes",c(-0.3773975, 11.6206116),-0.3773975,11.6206116
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12496915531,"nodes",c(-0.257704, 11.7467846),-0.257704,11.7467846
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12798755008,"nodes",c(-1.7917559, 12.8658408),-1.7917559,12.8658408
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12802694728,"nodes",c(-1.8386918, 12.7881907),-1.8386918,12.7881907
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13415362407,"nodes",c(-2.3280636, 13.4859696),-2.3280636,13.4859696
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12802759675,"nodes",c(-1.8464837, 12.8014518),-1.8464837,12.8014518
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12806060443,"nodes",c(-1.922366, 12.693339),-1.922366,12.693339
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12466207292,"nodes",c(-1.5586638, 11.8479734),-1.5586638,11.8479734
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13423245252,"nodes",c(-2.3736973, 13.4298569),-2.3736973,13.4298569
"Centre Médical",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12806231231,"nodes",c(-1.9351414, 12.7706023),-1.9351414,12.7706023
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13426953943,"nodes",c(-2.3070028, 13.4167678),-2.3070028,13.4167678
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12822775941,"nodes",c(-0.8933634, 12.4782301),-0.8933634,12.4782301
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12830258200,"nodes",c(-0.7646616, 12.3239943),-0.7646616,12.3239943
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12815177193,"nodes",c(-0.9667271, 12.4881475),-0.9667271,12.4881475
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12833804625,"nodes",c(-1.3069533, 11.2138028),-1.3069533,11.2138028
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12840300393,"nodes",c(-1.4669001, 11.3780606),-1.4669001,11.3780606
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12839836609,"nodes",c(-1.5609719, 11.3789284),-1.5609719,11.3789284
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12840393386,"nodes",c(-1.432317, 11.4358353),-1.432317,11.4358353
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12862982537,"nodes",c(-1.2246376, 12.8620231),-1.2246376,12.8620231
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12873525914,"nodes",c(-1.2964994, 12.8950394),-1.2964994,12.8950394
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13442536229,"nodes",c(-2.2671828, 13.500664),-2.2671828,13.500664
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13442544610,"nodes",c(-2.2502822, 13.4495634),-2.2502822,13.4495634
"CSPS Urbain de Diapaga",NA,"doctors",NA,"doctor",NA,"public",NA,NA,NA,"survey",NA,3743389485,"nodes",c(1.7869202, 12.0750023),1.7869202,12.0750023
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12053724274,"nodes",c(-1.7455669, 12.4169784),-1.7455669,12.4169784
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12097805775,"nodes",c(-1.8877991, 12.5553581),-1.8877991,12.5553581
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13449697790,"nodes",c(-2.1949804, 13.4408373),-2.1949804,13.4408373
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11188271319,"nodes",c(1.6958106, 11.7649168),1.6958106,11.7649168
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6423274386,"nodes",c(-1.4888953, 12.3122191),-1.4888953,12.3122191
"Thébo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810066894,"nodes",c(-2.4364822, 12.6343322),-2.4364822,12.6343322
"CSPS de Temnaoré",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,"CSPS de Temnaoré",4941278080,"nodes",c(-1.7353876, 13.4330478),-1.7353876,13.4330478
"CSPS de Lourgou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4941280308,"nodes",c(-1.683043, 13.4062738),-1.683043,13.4062738
"Pourra",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3804034339,"nodes",c(-1.7922538, 13.1391598),-1.7922538,13.1391598
"Kwaremenguel",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808185318,"nodes",c(-3.0172338, 13.3345674),-3.0172338,13.3345674
"Tiao",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810661107,"nodes",c(-3.2388725, 13.2249489),-3.2388725,13.2249489
"Toeni",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810560239,"nodes",c(-3.1834992, 13.4396956),-3.1834992,13.4396956
"Kouy",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810647263,"nodes",c(-3.1647621, 13.1857673),-3.1647621,13.1857673
"Di",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3811002713,"nodes",c(-3.4092109, 13.1699832),-3.4092109,13.1699832
"Berenga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807522814,"nodes",c(-2.1235481, 13.1064435),-2.1235481,13.1064435
"Gomposom",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3499469587,"nodes",c(-2.1808593, 13.0189712),-2.1808593,13.0189712
"Daka",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3804225413,"nodes",c(-3.0415569, 13.1529574),-3.0415569,13.1529574
"Niankore",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805268956,"nodes",c(-2.9638313, 13.2282369),-2.9638313,13.2282369
"Bangassogo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805305785,"nodes",c(-2.9128773, 13.3155004),-2.9128773,13.3155004
"Bonou",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805426452,"nodes",c(-2.8097941, 13.1231325),-2.8097941,13.1231325
"Namassa",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805426453,"nodes",c(-2.7190514, 13.1303663),-2.7190514,13.1303663
"Boaré",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805430850,"nodes",c(-2.9149563, 13.0779494),-2.9149563,13.0779494
"Bouga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805485373,"nodes",c(-1.8673168, 13.2374462),-1.8673168,13.2374462
"Koumna-Yargo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805658761,"nodes",c(-1.8476773, 13.1773587),-1.8476773,13.1773587
"Rambo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805662722,"nodes",c(-1.8146911, 13.2351173),-1.8146911,13.2351173
"Tondé-Tangaye",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805693723,"nodes",c(-1.8070042, 13.1883696),-1.8070042,13.1883696
"Bokin",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805926744,"nodes",c(-1.793804, 13.0084483),-1.793804,13.0084483
"Téma",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805926745,"nodes",c(-1.7667372, 13.0432866),-1.7667372,13.0432866
"Inou",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807113111,"nodes",c(-1.8946447, 13.3124999),-1.8946447,13.3124999
"Lengo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807123804,"nodes",c(-1.7695424, 13.2787802),-1.7695424,13.2787802
"Irim",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807130222,"nodes",c(-1.771699, 13.2544212),-1.771699,13.2544212
"Tangand Tanga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807223564,"nodes",c(-1.8749586, 13.0659941),-1.8749586,13.0659941
"Tanghin",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807223565,"nodes",c(-1.8494338, 13.0254802),-1.8494338,13.0254802
"Dio",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807492713,"nodes",c(-2.6368125, 13.3287143),-2.6368125,13.3287143
"Kalsaka",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807508400,"nodes",c(-1.9831268, 13.1663101),-1.9831268,13.1663101
"Bema",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807532048,"nodes",c(-2.0342722, 13.1099844),-2.0342722,13.1099844
"Ouéllé",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807533010,"nodes",c(-2.6977829, 13.3668138),-2.6977829,13.3668138
"Goungre",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807560969,"nodes",c(-1.9142788, 13.1854405),-1.9142788,13.1854405
"Tianra",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807609935,"nodes",c(-3.1721074, 13.0919941),-3.1721074,13.0919941
"Kossouka",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808179215,"nodes",c(-1.8997065, 13.370234),-1.8997065,13.370234
"Kieblega",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808198252,"nodes",c(-1.9588515, 13.3601481),-1.9588515,13.3601481
"Gomboro",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808324294,"nodes",c(-2.7774897, 13.4822354),-2.7774897,13.4822354
"Sittigo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808846622,"nodes",c(-2.0221058, 13.4616893),-2.0221058,13.4616893
"Ramsa",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808923406,"nodes",c(-2.1019723, 13.4912424),-2.1019723,13.4912424
"Debe",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809179102,"nodes",c(-3.4301118, 13.0566168),-3.4301118,13.0566168
"Boussoum",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809308576,"nodes",c(-2.9505809, 13.1481871),-2.9505809,13.1481871
"Gorgare",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809606810,"nodes",c(-2.6596934, 13.2089362),-2.6596934,13.2089362
"Rassouly",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810617009,"nodes",c(-2.5123562, 13.2979526),-2.5123562,13.2979526
"Teonsgho",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810145677,"nodes",c(-1.9151365, 13.5165659),-1.9151365,13.5165659
"Zomkalga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810155103,"nodes",c(-1.8760096, 13.4589067),-1.8760096,13.4589067
"Gambo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810373759,"nodes",c(-2.0143809, 13.3357629),-2.0143809,13.3357629
"Rondo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810387243,"nodes",c(-1.9397162, 13.2366908),-1.9397162,13.2366908
"Lankoué",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810598792,"nodes",c(-2.5876746, 13.2451189),-2.5876746,13.2451189
"Tibin",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810768598,"nodes",c(-2.3454206, 13.0140343),-2.3454206,13.0140343
"Kawara",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810915226,"nodes",c(-2.8956476, 13.0064102),-2.8956476,13.0064102
"Bosse",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810985767,"nodes",c(-3.3894605, 13.0965759),-3.3894605,13.0965759
"Bangassi",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3811681757,"nodes",c(-3.2767111, 13.1592096),-3.2767111,13.1592096
"Soumara_boumba",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3811681760,"nodes",c(-3.2024658, 13.1584847),-3.2024658,13.1584847
"Zougoungou",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3814780665,"nodes",c(-2.2101845, 13.0479522),-2.2101845,13.0479522
"Kirsi",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3814817188,"nodes",c(-1.9305466, 13.0394002),-1.9305466,13.0394002
"Tampouy",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3814817189,"nodes",c(-2.0015429, 13.0097427),-2.0015429,13.0097427
"Centre médical de Gaoua","Medical center of Gaoua","clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,10025879317,"nodes",c(-3.1785375, 10.3294062),-3.1785375,10.3294062
"Pharmacie de la Colline",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,1410209315,"nodes",c(-3.1785498, 10.3256802),-3.1785498,10.3256802
"CSPS du Secteur 7 de Koudougou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9959887217,"nodes",c(-2.363182, 12.2373948),-2.363182,12.2373948
"CSPS du Secteur 3 Kaya",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,9959887317,"nodes",c(-1.0920026, 13.0879835),-1.0920026,13.0879835
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12050116106,"nodes",c(-1.8114017, 12.4155416),-1.8114017,12.4155416
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12012254857,"nodes",c(-1.7350674, 12.4608521),-1.7350674,12.4608521
